route_id,time,air_temp_c,humidity_pct,heat_risk_0_100,source
R4,2026-09-25T17:00,38.9,41,70,synthetic typical September curve
R4,2026-09-25T18:00,37.8,45,64,synthetic typical September curve
R4,2026-09-25T19:00,36.4,50,57,synthetic typical September curve
R4,2026-09-25T20:00,35.0,55,50,synthetic typical September curve
R4,2026-09-25T21:00,33.6,60,43,synthetic typical September curve
R4,2026-09-25T22:00,32.2,65,36,synthetic typical September curve
R4,2026-09-25T23:00,31.1,69,31,synthetic typical September curve
R5,2026-09-24T00:00,30.2,72,26,synthetic typical September curve
R5,2026-09-24T01:00,29.7,74,23,synthetic typical September curve
R5,2026-09-24T02:00,29.5,75,22,synthetic typical September curve
R5,2026-09-24T03:00,29.7,74,23,synthetic typical September curve
R5,2026-09-24T04:00,30.2,72,26,synthetic typical September curve
R5,2026-09-24T05:00,31.1,69,31,synthetic typical September curve
R5,2026-09-24T06:00,32.2,65,36,synthetic typical September curve
R5,2026-09-24T07:00,33.6,60,43,synthetic typical September curve
R5,2026-09-24T08:00,35.0,55,50,synthetic typical September curve
R5,2026-09-24T09:00,36.4,50,57,synthetic typical September curve
R5,2026-09-24T10:00,37.8,45,64,synthetic typical September curve
R5,2026-09-24T11:00,38.9,41,70,synthetic typical September curve
R5,2026-09-24T12:00,39.8,38,74,synthetic typical September curve
R5,2026-09-24T13:00,40.3,36,76,synthetic typical September curve
R5,2026-09-24T14:00,40.5,35,78,synthetic typical September curve
R5,2026-09-24T15:00,40.3,36,76,synthetic typical September curve
R5,2026-09-24T16:00,39.8,38,74,synthetic typical September curve
R5,2026-09-24T17:00,38.9,41,70,synthetic typical September curve
R5,2026-09-24T18:00,37.8,45,64,synthetic typical September curve
R5,2026-09-24T19:00,36.4,50,57,synthetic typical September curve
R5,2026-09-24T20:00,35.0,55,50,synthetic typical September curve
R5,2026-09-24T21:00,33.6,60,43,synthetic typical September curve
R5,2026-09-24T22:00,32.2,65,36,synthetic typical September curve
R5,2026-09-24T23:00,31.1,69,31,synthetic typical September curve
R5,2026-09-25T00:00,30.2,72,26,synthetic typical September curve
R5,2026-09-25T01:00,29.7,74,23,synthetic typical September curve
R5,2026-09-25T02:00,29.5,75,22,synthetic typical September curve
R5,2026-09-25T03:00,29.7,74,23,synthetic typical September curve
R5,2026-09-25T04:00,30.2,72,26,synthetic typical September curve
R5,2026-09-25T05:00,31.1,69,31,synthetic typical September curve
R5,2026-09-25T06:00,32.2,65,36,synthetic typical September curve
R5,2026-09-25T07:00,33.6,60,43,synthetic typical September curve
R5,2026-09-25T08:00,35.0,55,50,synthetic typical September curve
R5,2026-09-25T09:00,36.4,50,57,synthetic typical September curve
R5,2026-09-25T10:00,37.8,45,64,synthetic typical September curve
R5,2026-09-25T11:00,38.9,41,70,synthetic typical September curve
R5,2026-09-25T12:00,39.8,38,74,synthetic typical September curve
R5,2026-09-25T13:00,40.3,36,76,synthetic typical September curve
R5,2026-09-25T14:00,40.5,35,78,synthetic typical September curve
R5,2026-09-25T15:00,40.3,36,76,synthetic typical September curve
R5,2026-09-25T16:00,39.8,38,74,synthetic typical September curve
R5,2026-09-25T17:00,38.9,41,70,synthetic typical September curve
R5,2026-09-25T18:00,37.8,45,64,synthetic typical September curve
R5,2026-09-25T19:00,36.4,50,57,synthetic typical September curve
R5,2026-09-25T20:00,35.0,55,50,synthetic typical September curve
R5,2026-09-25T21:00,33.6,60,43,synthetic typical September curve
R5,2026-09-25T22:00,32.2,65,36,synthetic typical September curve
R5,2026-09-25T23:00,31.1,69,31,synthetic typical September curve
R6,2026-09-24T00:00,30.2,72,26,synthetic typical September curve
R6,2026-09-24T01:00,29.7,74,23,synthetic typical September curve
R6,2026-09-24T02:00,29.5,75,22,synthetic typical September curve
R6,2026-09-24T03:00,29.7,74,23,synthetic typical September curve
R6,2026-09-24T04:00,30.2,72,26,synthetic typical September curve
R6,2026-09-24T05:00,31.1,69,31,synthetic typical September curve
R6,2026-09-24T06:00,32.2,65,36,synthetic typical September curve
R6,2026-09-24T07:00,33.6,60,43,synthetic typical September curve
R6,2026-09-24T08:00,35.0,55,50,synthetic typical September curve
R6,2026-09-24T09:00,36.4,50,57,synthetic typical September curve
R6,2026-09-24T10:00,37.8,45,64,synthetic typical September curve
R6,2026-09-24T11:00,38.9,41,70,synthetic typical September curve
R6,2026-09-24T12:00,39.8,38,74,synthetic typical September curve
R6,2026-09-24T13:00,40.3,36,76,synthetic typical September curve
R6,2026-09-24T14:00,40.5,35,78,synthetic typical September curve
R6,2026-09-24T15:00,40.3,36,76,synthetic typical September curve
R6,2026-09-24T16:00,39.8,38,74,synthetic typical September curve
R6,2026-09-24T17:00,38.9,41,70,synthetic typical September curve
R6,2026-09-24T18:00,37.8,45,64,synthetic typical September curve
R6,2026-09-24T19:00,36.4,50,57,synthetic typical September curve
R6,2026-09-24T20:00,35.0,55,50,synthetic typical September curve
R6,2026-09-24T21:00,33.6,60,43,synthetic typical September curve
R6,2026-09-24T22:00,32.2,65,36,synthetic typical September curve
R6,2026-09-24T23:00,31.1,69,31,synthetic typical September curve
R6,2026-09-25T00:00,30.2,72,26,synthetic typical September curve
R6,2026-09-25T01:00,29.7,74,23,synthetic typical September curve
R6,2026-09-25T02:00,29.5,75,22,synthetic typical September curve
R6,2026-09-25T03:00,29.7,74,23,synthetic typical September curve
R6,2026-09-25T04:00,30.2,72,26,synthetic typical September curve
R6,2026-09-25T05:00,31.1,69,31,synthetic typical September curve
R6,2026-09-25T06:00,32.2,65,36,synthetic typical September curve
R6,2026-09-25T07:00,33.6,60,43,synthetic typical September curve
R6,2026-09-25T08:00,35.0,55,50,synthetic typical September curve
R6,2026-09-25T09:00,36.4,50,57,synthetic typical September curve
R6,2026-09-25T10:00,37.8,45,64,synthetic typical September curve
R6,2026-09-25T11:00,38.9,41,70,synthetic typical September curve
R6,2026-09-25T12:00,39.8,38,74,synthetic typical September curve
R6,2026-09-25T13:00,40.3,36,76,synthetic typical September curve
R6,2026-09-25T14:00,40.5,35,78,synthetic typical September curve
R6,2026-09-25T15:00,40.3,36,76,synthetic typical September curve
R6,2026-09-25T16:00,39.8,38,74,synthetic typical September curve
R6,2026-09-25T17:00,38.9,41,70,synthetic typical September curve
R6,2026-09-25T18:00,37.8,45,64,synthetic typical September curve
R6,2026-09-25T19:00,36.4,50,57,synthetic typical September curve
R6,2026-09-25T20:00,35.0,55,50,synthetic typical September curve
R6,2026-09-25T21:00,33.6,60,43,synthetic typical September curve
R6,2026-09-25T22:00,32.2,65,36,synthetic typical September curve
R6,2026-09-25T23:00,31.1,69,31,synthetic typical September curve
